topic_id	display_label	raw_name	keywords	chunk_count	label_status
127	Terrorist · Gangs · City · Militia	127_terrorist_gangs_city_militia	['terrorist', 'gangs', 'city', 'militia', 'artillery', 'fasher', 'targeted', 'operational', 'morning', 'witnessed', 'infiltrate', 'targeting']	95	needs_review
128	Httpstmesudaaan · Httpswhatsappcomchaannel0029Vb2Jdpaixnnnnnnnnnnnnnpxuj5A1X · Channel · Follow	128_httpstmesudaaan_httpswhatsappcomchaannel0029vb2jdpaixnnnnnnnnnnnnnpxuj5a1x_channel_follow	['httpstmesudaaan', 'httpswhatsappcomchaannel0029vb2jdpaixnnnnnnnnnnnnnpxuj5a1x', 'channel', 'follow', 'whatsapp', 'telegram', 'sudan', 'event', 'httpswhatsappcomchannel0029vapgy3o7dmecjcizwq2x', 'httpswhatsappcomchaannel0029vb2jdpaixnnnnnnnnnnnnpxuj5a1x', 'youtube', 'washing']	95	needs_review
129	War · Citizen · Betrayed · Partys	129_war_citizen_betrayed_partys	['war', 'citizen', 'betrayed', 'partys', 'army', 'withdraw', 'militia', 'definitely', 'like', 'winning', 'yes', 'supporters']	93	needs_review
130	Httpstmesdnewsnetlork · Join · Scene · Link	130_httpstmesdnewsnetlork_join_scene_link	['httpstmesdnewsnetlork', 'join', 'scene', 'link', 'telegram', 'sudan', 'migrant', 'httpstmesudaaan', 'channel', 'follow', '', '']	93	needs_review
131	Sudandefense · Httpstmedefenssuda · Spokesperson · Httpstmedefenssudan	131_sudandefense_httpstmedefenssuda_spokesperson_httpstmedefenssudan	['sudandefense', 'httpstmedefenssuda', 'spokesperson', 'httpstmedefenssudan', 'office', 'follow', 'telegram', 'official', 'rapid', 'forces', 'base', 'understanding']	92	needs_review
132	Darfur · Arko · Minni · Minawi	132_darfur_arko_minni_minawi	['darfur', 'arko', 'minni', 'minawi', 'governor', 'west', 'region', 'el', 'fasher', 'north', 'geneina', 'rapid']	92	needs_review
133	Testing · Careful · Bet · Quality	133_testing_careful_bet_quality	['testing', 'careful', 'bet', 'quality', 'laboratory', 'httpstmedefenssudan', 'allow', 'sudandefense', 'sidr', 'original', 'defense', 'sudans']	92	needs_review
134	Sitin · Demonstrators · Dispersal · Dispersing	134_sitin_demonstrators_dispersal_dispersing	['sitin', 'demonstrators', 'dispersal', 'dispersing', 'protesters', 'protests', 'demonstrations', 'peaceful', 'protest', 'abolition', 'processions', 'square']	92	needs_review
135	Climate · Message249 · Jobs · Httpstmealrisala249	135_climate_message249_jobs_httpstmealrisala249	['climate', 'message249', 'jobs', 'httpstmealrisala249', 'battleofdignity', 'interested', 'organizations', 'change', 'courses', 'language', 'registration', 'english']	91	needs_review
136	Win · Strength · God · Prevail	136_win_strength_god_prevail	['win', 'strength', 'god', 'prevail', 'gods', 'victory', 'strengthen', 'help', 'grant', 'raise', 'feet', 'hostile']	90	needs_review
137	Weather · Hot · Temperatures · Todays	137_weather_hot_temperatures_todays	['weather', 'hot', 'temperatures', 'todays', 'slight', 'parts', 'moderate', 'rise', 'relatively', 'prevails', 'night', 'cold']	90	needs_review
138	Party · Elections · Umma · Political	138_party_elections_umma_political	['party', 'elections', 'umma', 'political', 'congress', 'national', 'legislative', 'parties', 'democratic', 'bloc', 'partys', 'interests']	90	needs_review
139	Insurance · Health · Cost · Financing	139_insurance_health_cost_financing	['insurance', 'health', 'cost', 'financing', 'services', 'organizes', 'jazeera', 'umbrella', 'fund', 'installing', 'island', 'orphans']	88	needs_review
140	Looted · Looting · Property · Shops	140_looted_looting_property_shops	['looted', 'looting', 'property', 'shops', 'homes', 'guided', 'cars', 'burned', 'vandalized', 'solar', 'owners', 'citizens']	88	needs_review
141	Appointed · Empowerment · Kizan · Taqaddam	141_appointed_empowerment_kizan_taqaddam	['appointed', 'empowerment', 'kizan', 'taqaddam', 'advisors', 'congress', 'alfaki', 'sitin', 'manna', 'demands', 'gosh', 'fired']	87	needs_review
142	Watan · 2025 · News · Al	142_watan_2025_news_al	['watan', '2025', 'news', 'al', 'august', 'february', 'tuesday', 'ad', '2024', 'december', 'friday', 'saturday']	87	needs_review
143	Albashir · Albashirs · Court · Deposed	143_albashir_albashirs_court_deposed	['albashir', 'albashirs', 'court', 'deposed', 'difference', 'trial', 'criminal', 'prosecution', '1989', 'big', 'charges', 'president']	87	needs_review
144	Film · Series · Shown · Theater	144_film_series_shown_theater	['film', 'series', 'shown', 'theater', 'experience', 'dramatic', 'festival', 'actors', 'produced', 'acting', 'fingers', 'tragedies']	87	needs_review
145	List · Terrorism · Terrorist · Sponsoring	145_list_terrorism_terrorist_sponsoring	['list', 'terrorism', 'terrorist', 'sponsoring', 'instability', 'extremism', 'remove', 'removing', 'countries', 'combating', 'sudans', 'indicating']	86	needs_review
146	Httpswhatsappcomchannel0029Vapgy3O7Dmecjcizwq2X · Channel · Httpstmesudaaan · Follow	146_httpswhatsappcomchannel0029vapgy3o7dmecjcizwq2x_channel_httpstmesudaaan_follow	['httpswhatsappcomchannel0029vapgy3o7dmecjcizwq2x', 'channel', 'httpstmesudaaan', 'follow', 'whatsapp', 'httpswhatsappcomchandnel0029vapgy3o7dmecjcizwq2x', 'telegram', 'sudan', 'httpswhatsappcomchaannel0029vb2jdpaixnnnnnnnnnnnnpxuj5a1x', 'httpswhatsappcomchaannel0029vb2jdpaixnnnnnnnnnnnnnpxuj5a1x', 'nubia', 'legend']	86	needs_review
147	Voluntary · Returnees · Return · Deported	147_voluntary_returnees_return_deported	['voluntary', 'returnees', 'return', 'deported', 'deterioration', 'migration', 'deposited', '450', 'immigration', 'deportation', 'expatriates', 'buses']	86	needs_review
148	Httpstmesaqwl · Coverage · Fees · Determined	148_httpstmesaqwl_coverage_fees_determined	['httpstmesaqwl', 'coverage', 'fees', 'determined', 'noted', 'fee', 'permission', 'share', 'imposed', 'comes', 'addition', '']	85	needs_review
149	Bird · Birds · Norway · Sheep	149_bird_birds_norway_sheep	['bird', 'birds', 'norway', 'sheep', 'cows', 'research', 'animal', 'suicide', 'crocodile', 'sent', 'mourning', 'die']	84	needs_review
150	Investment · Economy · Companies · Economic	150_investment_economy_companies_economic	['investment', 'economy', 'companies', 'economic', 'sector', 'industry', 'productive', 'sectors', 'private', 'trade', 'policies', 'medium']	83	needs_review
151	Pounds · Price · Kilo · Prices	151_pounds_price_kilo_prices	['pounds', 'price', 'kilo', 'prices', 'vegetables', 'meat', 'pound', 'bakeries', 'increase', 'flour', 'markets', 'purchasing']	83	needs_review
152	Migrants · Coast · Boat · Mediterranean	152_migrants_coast_boat_mediterranean	['migrants', 'coast', 'boat', 'mediterranean', 'tunisian', 'libyan', 'guard', 'drowned', 'rescued', 'libya', 'boats', 'italy']	83	needs_review
153	Transportation · Railway · Tariffs · Buses	153_transportation_railway_tariffs_buses	['transportation', 'railway', 'tariffs', 'buses', 'proposal', 'lines', 'reduce', 'operating', 'bus', 'company', 'line', 'train']	83	needs_review
154	Karari · Headlines · Channel · Ad	154_karari_headlines_channel_ad	['karari', 'headlines', 'channel', 'ad', '2026', 'issued', 'newspaper', 'newspapers', 'local', '2025', 'akhbar', 'alyoum']	82	needs_review
155	Road · Roads · Asphalt · Maintenance	155_road_roads_asphalt_maintenance	['road', 'roads', 'asphalt', 'maintenance', 'rehabilitation', 'length', 'bridge', 'bridges', 'linking', 'internal', 'kilometers', 'project']	82	needs_review
156	Watan · Nasr · 2025 · Ad	156_watan_nasr_2025_ad	['watan', 'nasr', '2025', 'ad', 'news', 'festival', 'al', 'july', 'marwa', 'collaborator', 'student', 'hebrew']	82	needs_review
157	Sennar · Battle · Regiment · Placed	157_sennar_battle_regiment_placed	['sennar', 'battle', 'regiment', 'placed', 'sinja', 'liberation', 'discovered', 'army', 'anniversary', 'fall', 'regions', 'largest']	81	needs_review
158	Homeless · Services · Social · Welfare	158_homeless_services_social_welfare	['homeless', 'services', 'social', 'welfare', 'shelter', 'reassured', 'children', 'excellency', 'level', 'terms', 'treatment', 'organizing']	80	needs_review
159	Unamid · Mission · Security · Unitams	159_unamid_mission_security_unitams	['unamid', 'mission', 'security', 'unitams', 'resolution', 'darfur', 'nations', 'united', 'council', 'departure', 'withdrawal', 'exit']	80	needs_review
160	Peace · Negotiations · Agreement · Juba	160_peace_negotiations_agreement_juba	['peace', 'negotiations', 'agreement', 'juba', 'parties', 'war', 'root', 'process', 'conflict', 'achieve', 'ending', 'democratic']	79	needs_review
161	Empowerment · Committee · Professionals · Removal	161_empowerment_committee_professionals_removal	['empowerment', 'committee', 'professionals', 'removal', 'association', 'decision', 'relevant', 'tool', 'performing', 'decisions', 'committees', 'indicates']	79	needs_review
162	Calm · Neighborhood · Normal · Witnessed	162_calm_neighborhood_normal_witnessed	['calm', 'neighborhood', 'normal', 'witnessed', 'houses', 'life', 'cautious', 'city', 'street', 'collapsed', 'fasher', 'operational']	79	needs_review
163	Health · Insurance · Governor · Locality	163_health_insurance_governor_locality	['health', 'insurance', 'governor', 'locality', 'kordofan', 'hospital', 'nile', 'north', 'opening', 'blue', 'center', 'medical']	79	needs_review
164	Inquiries · 249918984706 · Orders · Delivery	164_inquiries_249918984706_orders_delivery	['inquiries', '249918984706', 'orders', 'delivery', 'best', 'whatsapp', 'service', 'states', 'number', 'khartoum', 'arabic', 'english']	78	needs_review
165	Summary · Best · News · Start	165_summary_best_news_start	['summary', 'best', 'news', 'start', 'alwatan', '2021', 'ad', 'akhbar', 'alyoum', 'day', 'newspaper', '2022']	78	needs_review
166	Coup · Freedom · Change · Revolutionary	166_coup_freedom_change_revolutionary	['coup', 'freedom', 'change', 'revolutionary', 'plotters', '1989', 'military', 'justifications', 'october', 'agreed', 'revolution', 'tyranny']	78	needs_review
167	Health · Haitham · Dr · Competence	167_health_haitham_dr_competence	['health', 'haitham', 'dr', 'competence', 'ministry', 'akram', 'medicines', 'surprised', 'treatment', 'exploited', 'medical', 'minister']	78	needs_review
168	Newspaper · Alwatan · Alyoum · Alintibaha	168_newspaper_alwatan_alyoum_alintibaha	['newspaper', 'alwatan', 'alyoum', 'alintibaha', 'akhbar', 'alsayha', 'alatta', 'alahed', 'yasser', 'arbitrary', 'cooperative', 'publishes']	77	needs_review
169	Interests · America · Americans · Negotiation	169_interests_america_americans_negotiation	['interests', 'america', 'americans', 'negotiation', 'quartet', 'facilitates', 'speech', 'dictates', 'selfdetermination', 'controversial', 'reach', 'allies']	76	needs_review
170	God · Victory · Conquest · Valiant	170_god_victory_conquest_valiant	['god', 'victory', 'conquest', 'valiant', 'grant', 'oh', 'protect', 'willing', 'enemies', 'army', 'near', 'heroes']	76	needs_review
171	Jobs · Scholarship · Opportunity · Professors	171_jobs_scholarship_opportunity_professors	['jobs', 'scholarship', 'opportunity', 'professors', 'contains', 'apply', 'interested', 'masters', 'courses', 'study', 'english', 'host']	75	needs_review
172	Islamic · Movement · Almahdi · Religious	172_islamic_movement_almahdi_religious	['islamic', 'movement', 'almahdi', 'religious', 'sheikh', 'brotherhood', 'republican', 'alsadiq', 'christian', 'mosque', 'muslim', 'sitin']	75	needs_review
173	Scholarship · Admission · Apply · University	173_scholarship_admission_apply_university	['scholarship', 'admission', 'apply', 'university', 'luck', 'grant', 'wait', 'meaning', 'choice', 'better', 'artistic', 'correspondent']	74	needs_review
174	Summary · News · Best · Start	174_summary_news_best_start	['summary', 'news', 'best', 'start', 'ad', '2021', 'day', 'saturday', '2022', '2020', 'november', 'headlines']	74	needs_review
175	Payment · Transactions · Account · Bank	175_payment_transactions_account_bank	['payment', 'transactions', 'account', 'bank', 'request', 'easier', 'safely', 'easily', 'financial', 'banks', 'reliable', 'fast']	74	needs_review
176	Join · Scene · Httpstmesdnewsnetwork · Link	176_join_scene_httpstmesdnewsnetwork_link	['join', 'scene', 'httpstmesdnewsnetwork', 'link', 'telegram', 'sudanese', 'httpswhatsappcomchannel0029va9dzn3l7uvv5orzew3o', 'device', 'httpstmesudaray', 'removal', 'opinion', 'solution']	73	needs_review
177	Republican · Palace · Civilization · History	177_republican_palace_civilization_history	['republican', 'palace', 'civilization', 'history', 'ii', 'abundant', 'era', 'enlightened', 'invaders', 'proof', 'fall', 'rule']	73	needs_review
178	Commanderinchief · Armed · Flag · Excellency	178_commanderinchief_armed_flag_excellency	['commanderinchief', 'armed', 'flag', 'excellency', 'incubator', 'forces', 'alatta', 'reassured', 'independence', 'sovereignty', 'homelands', 'chairman']	72	needs_review
179	Hammam · Shafiq · Magdy · Science	179_hammam_shafiq_magdy_science	['hammam', 'shafiq', 'magdy', 'science', 'technology', 'riyadh', 'ahmed', 'university', 'arabia', 'saudi', 'press', 'sudan']	71	needs_review
180	Traffic · Buses · Transportation · Bus	180_traffic_buses_transportation_bus	['traffic', 'buses', 'transportation', 'bus', 'vehicles', 'travel', 'staying', 'transport', 'tariffs', 'stops', 'trucks', 'roads']	71	needs_review
181	Vehicles · Enemy · Destroyed · Forces	181_vehicles_enemy_destroyed_forces	['vehicles', 'enemy', 'destroyed', 'forces', 'rebel', 'infantry', 'attack', 'retreated', 'clashes', 'rebels', 'northeastern', 'bahri']	70	needs_review
182	British · Britain · London · European	182_british_britain_london_european	['british', 'britain', 'london', 'european', 'constructive', 'engagement', 'sudans', 'envoy', 'foreign', 'dialogue', 'united', 'union']	70	needs_review
183	Expatriates · Expatriate · Home · Tell	183_expatriates_expatriate_home_tell	['expatriates', 'expatriate', 'home', 'tell', 'taught', 'rent', 'income', 'mother', 'children', 'buy', 'worked', 'striking']	70	needs_review
184	Nile · White · Located · Cairo	184_nile_white_located_cairo	['nile', 'white', 'located', 'cairo', 'sennar', 'river', 'ancient', 'villages', 'jabal', 'muya', 'desert', 'gandhi']	70	needs_review
185	Hillat · Shouk · Bombing · Civilians	185_hillat_shouk_bombing_civilians	['hillat', 'shouk', 'bombing', 'civilians', 'rebel', 'militia', 'muya', 'attempts', 'residents', 'omdurman', 'camp', 'massacre']	70	needs_review
186	Rukn · Lieutenant · Commander · General	186_rukn_lieutenant_commander_general	['rukn', 'lieutenant', 'commander', 'general', 'major', 'abyad', 'brigadier', 'captain', 'al', 'azraq', 'din', 'jaber']	69	needs_review
187	Egyptian · Alsisi · Fattah · Cairo	187_egyptian_alsisi_fattah_cairo	['egyptian', 'alsisi', 'fattah', 'cairo', 'president', 'visit', 'elsisi', 'relations', 'abdel', 'egypt', 'bilateral', 'sisi']	69	needs_review
188	Information · Law · Communications · Draft	188_information_law_communications_draft	['information', 'law', 'communications', 'draft', 'security', 'penalty', 'technology', 'spending', 'technologies', 'negative', 'necessary', 'measures']	68	needs_review
189	Uganda · Ugandan · Kampala · Refugees	189_uganda_ugandan_kampala_refugees	['uganda', 'ugandan', 'kampala', 'refugees', 'camp', 'refugee', 'sudanese', 'embassy', 'attack', 'voluntary', 'community', 'reception']	68	needs_review
190	Whatsapp · Facebook · Httpswwwfacebookcomprofilephpid61556457563338 · Httpstmealrisala249	190_whatsapp_facebook_httpswwwfacebookcomprofilephpid61556457563338_httpstmealrisala249	['whatsapp', 'facebook', 'httpswwwfacebookcomprofilephpid61556457563338', 'httpstmealrisala249', 'httpstmekraray224466', 'follow', 'channel', 'use', 'join', 'group', 'telegram', 'interaction']	67	needs_review
191	Agreement · Affirming · Communitys · Observer	191_agreement_affirming_communitys_observer	['agreement', 'affirming', 'communitys', 'observer', 'parties', 'negotiations', 'visions', 'participants', 'attend', 'selfdetermination', 'exceed', 'framework']	67	needs_review
192	Journey · Woman · Tells · Story	192_journey_woman_tells_story	['journey', 'woman', 'tells', 'story', 'years', 'mother', 'family', 'tribune', 'children', 'stories', 'old', 'pain']	66	needs_review
193	Imprisonment · Prison · Sentence · Accused	193_imprisonment_prison_sentence_accused	['imprisonment', 'prison', 'sentence', 'accused', 'death', 'police', 'measure', 'hanging', 'penalty', 'investigations', 'criminal', 'life']	66	needs_review
194	Join · Scene · Httpstmesdnewsnetwork · Link	194_join_scene_httpstmesdnewsnetwork_link	['join', 'scene', 'httpstmesdnewsnetwork', 'link', 'telegram', 'sudanese', 'twitter', 'facebook', '', '', '', '']	66	needs_review
195	Source · Omdurman · Informing · Ad	195_source_omdurman_informing_ad	['source', 'omdurman', 'informing', 'ad', '2025', 'khartoum', 'august', 'wild', 'blogging', 'returnees', 'receiving', 'media']	66	needs_review
196	Investigation · Police · Theft · Criminal	196_investigation_police_theft_criminal	['investigation', 'police', 'theft', 'criminal', 'department', 'paid', 'car', 'east', 'reports', 'crime', 'accused', 'stolen']	66	needs_review
197	Uae · Emirates · Uaes · Involvement	197_uae_emirates_uaes_involvement	['uae', 'emirates', 'uaes', 'involvement', 'chad', 'evidence', 'divide', 'lord', 'weapons', 'alatta', 'america', 'aggression']	65	needs_review
198	Study · Httpstmekraray224466 · Karari · German	198_study_httpstmekraray224466_karari_german	['study', 'httpstmekraray224466', 'karari', 'german', 'actual', 'english', 'language', 'channel', 'start', 'telegram', 'actually', 'starting']	65	needs_review
199	Homeland · 2026 · Ad · November	199_homeland_2026_ad_november	['homeland', '2026', 'ad', 'november', 'news', '2024', 'saturday', 'march', 'monday', 'january', 'thursday', '28']	64	needs_review
200	Liberation · Movement · Arko · Minni	200_liberation_movement_arko_minni	['liberation', 'movement', 'arko', 'minni', 'movements', 'forces', 'rapid', 'army', 'minawi', 'head', 'force', 'fighting']	64	needs_review
201	Dam · Renaissance · Filling · Reservations	201_dam_renaissance_filling_reservations	['dam', 'renaissance', 'filling', 'reservations', 'ethiopia', 'withdraws', 'negotiations', 'egypt', 'formula', 'dams', 'merowe', 'participating']	64	needs_review
202	Service · Civil · Commission · Selection	202_service_civil_commission_selection	['service', 'civil', 'commission', 'selection', 'employees', 'shall', 'transitional', 'administrative', 'periodic', 'reform', 'labor', 'auspices']	64	needs_review
203	Cemetery · Gengueid · Khartoumal · Read	203_cemetery_gengueid_khartoumal_read	['cemetery', 'gengueid', 'khartoumal', 'read', 'details', 'khartoumjanjaweedcemetery', 'whatsapp', 'news', 'link', 'click', 'channel', 'follow']	63	needs_review
204	Httpstmesudaaan · Channel · Follow · Telegram	204_httpstmesudaaan_channel_follow_telegram	['httpstmesudaaan', 'channel', 'follow', 'telegram', 'sudan', 'copied', 'share', 'statement', '', '', '', '']	63	needs_review
205	Homeland · 2025 · November · Ad	205_homeland_2025_november_ad	['homeland', '2025', 'november', 'ad', 'news', 'original', 'statistics', 'perished', 'sidr', 'tuesday', 'saturday', 'september']	63	needs_review
206	Quran · Holy · Mosques · Imams	206_quran_holy_mosques_imams	['quran', 'holy', 'mosques', 'imams', 'preachers', 'jurisprudence', 'sermon', 'academy', 'islamic', 'duration', 'aladha', 'sheikh']	63	needs_review
207	Notification · Donate · Karama · Contribute	207_notification_donate_karama_contribute	['notification', 'donate', 'karama', 'contribute', 'want', 'burden', 'awad', 'clothes', 'clothing', 'bank', 'abboud', 'organization']	62	needs_review
208	Sanctions · European · Union · Imposed	208_sanctions_european_union_imposed	['sanctions', 'european', 'union', 'imposed', 'companies', 'entities', 'brussels', 'accusations', 'unanimously', 'affiliated', 'ban', 'rahim']	62	needs_review
209	Intelligence · Service · Sleeper · Cells	209_intelligence_service_sleeper_cells	['intelligence', 'service', 'sleeper', 'cells', 'general', 'security', 'rest', 'services', 'egyptian', 'saw', 'salah', 'misleading']	62	needs_review
210	Digital · Communications · Transformation · Telecommunications	210_digital_communications_transformation_telecommunications	['digital', 'communications', 'transformation', 'telecommunications', 'internet', 'starlink', 'outage', 'networks', 'regulatory', 'sudani', 'experts', 'communication']	62	needs_review
211	Operational · Gandhi · Followup · Gender	211_operational_gandhi_followup_gender	['operational', 'gandhi', 'followup', 'gender', 'monitoring', 'plot', 'dispersed', 'destroyed', 'counted', 'worlds', 'terror', 'yes']	62	needs_review
212	Correspondent · Asia · Alkhalifa · Daily	212_correspondent_asia_alkhalifa_daily	['correspondent', 'asia', 'alkhalifa', 'daily', 'axis', '2025', 'khalifa', 'caliph', 'report', 'yesterday', '6th', 'fasher']	60	needs_review
213	Elderly · Sick · Hospital · Treatment	213_elderly_sick_hospital_treatment	['elderly', 'sick', 'hospital', 'treatment', 'care', 'urgently', 'patients', 'hospitals', 'suffering', 'childrens', 'wounds', 'wounded']	60	needs_review
214	Httpstmekraray224466 · Channel · Karry · Net	214_httpstmekraray224466_channel_karry_net	['httpstmekraray224466', 'channel', 'karry', 'net', 'repeat', 'major', '22', 'october', 'wednesday', '2025', 'issued', 'ad']	60	needs_review
215	Sudanesearmedforces · 69 · Sudantoday · Facebook	215_sudanesearmedforces_69_sudantoday_facebook	['sudanesearmedforces', '69', 'sudantoday', 'facebook', 'onearmyonepeople', 'sudannews', 'army', 'spokesperson', 'twitter', 'bahri', 'armed', 'diplomats']	60	needs_review
216	Floods · Rain · Torrential · Torrents	216_floods_rain_torrential_torrents	['floods', 'rain', 'torrential', 'torrents', 'damage', 'disaster', 'rains', 'autumn', 'homes', 'affected', 'injuries', 'deaths']	59	needs_review
217	Antiquities · Archaeological · Heritage · Discovery	217_antiquities_archaeological_heritage_discovery	['antiquities', 'archaeological', 'heritage', 'discovery', 'cultural', 'museum', 'culture', 'tourism', 'sincerity', 'mourning', 'documentation', 'library']	58	needs_review
218	Zakat · Bureau · Expatriates · Trustees	218_zakat_bureau_expatriates_trustees	['zakat', 'bureau', 'expatriates', 'trustees', 'collection', 'segment', 'secretary', 'pounds', 'alfitr', 'balance', 'poor', 'permissible']	57	needs_review
219	Popularresistance · Sudanesearmedforces · Evident · Distress	219_popularresistance_sudanesearmedforces_evident_distress	['popularresistance', 'sudanesearmedforces', 'evident', 'distress', 'strength', 'leadership', 'facebook', 'platform', 'armed', 'forces', 'command', 'sudan']	57	needs_review
220	Headlines · 2020 · Todays · Political	220_headlines_2020_todays_political	['headlines', '2020', 'todays', 'political', '2019', 'newspaper', 'newspapers', 'issued', 'ad', 'march', 'attention', 'news']	57	needs_review
221	Budget · Heba · Revenues · Economic	221_budget_heba_revenues_economic	['budget', 'heba', 'revenues', 'economic', 'finance', 'economy', 'pandemic', 'crises', 'albadawi', 'amer', 'alrashid', 'problems']	57	needs_review
222	Tourism · Travel · Tourist · Istanbul	222_tourism_travel_tourist_istanbul	['tourism', 'travel', 'tourist', 'istanbul', 'travelers', 'chamber', 'flights', 'oman', 'ticket', 'develop', 'trkiye', 'buses']	57	needs_review
223	Allowance · Guardians · Acceptable · Battleofdemocracy	223_allowance_guardians_acceptable_battleofdemocracy	['allowance', 'guardians', 'acceptable', 'battleofdemocracy', 'righteous', 'glorious', 'euros', 'forgiveness', 'airlines', 'tickets', 'mercy', 'germany']	56	needs_review
224	Radio · Television · Broadcasting · Channel	224_radio_television_broadcasting_channel	['radio', 'television', 'broadcasting', 'channel', 'channels', 'broadcast', '24', 'activity', 'network', 'media', 'incentives', 'sky']	56	needs_review
225	Motorcycles · Vehicles · Traffic · Highlighting	225_motorcycles_vehicles_traffic_highlighting	['motorcycles', 'vehicles', 'traffic', 'highlighting', 'documents', 'cars', 'vehicle', 'car', 'attached', 'quantity', 'attend', 'prohibiting']	56	needs_review
226	Interact · Compulsory · Karry · Httpstmekraray224466	226_interact_compulsory_karry_httpstmekraray224466	['interact', 'compulsory', 'karry', 'httpstmekraray224466', 'language', 'certificate', 'channel', 'telegram', 'follow', 'share', 'tidings', 'copied']	56	needs_review
227	Dam · Renaissance · Water · Dams	227_dam_renaissance_water_dams	['dam', 'renaissance', 'water', 'dams', 'ethiopia', 'existential', 'issue', 'ethiopian', 'countries', 'collapse', 'visions', 'unilateral']	55	needs_review
228	Unhcr · Resettlement · Refugees · Mouth	228_unhcr_resettlement_refugees_mouth	['unhcr', 'resettlement', 'refugees', 'mouth', 'refugee', 'registration', 'services', 'active', 'information', 'protection', 'encourage', 'provide']	55	needs_review
229	Mercenary · Darfur · Deceive · Arko	229_mercenary_darfur_deceive_arko	['mercenary', 'darfur', 'deceive', 'arko', 'blood', 'masses', 'crying', 'regime', 'legend', 'movements', 'forever', 'brutal']	55	needs_review
230	Demonstration · London · British · Gathering	230_demonstration_london_british_gathering	['demonstration', 'london', 'british', 'gathering', 'honorable', 'protest', 'european', 'denouncing', 'saturday', 'abroad', 'crimes', 'union']	54	needs_review
231	Khartoumjanjaweedcemetery · Battleofdignity · Httpstmealrisala249 · Httpswwwfacebookcomprofilephpid61556457563338	231_khartoumjanjaweedcemetery_battleofdignity_httpstmealrisala249_httpswwwfacebookcomprofilephpid61556457563338	['khartoumjanjaweedcemetery', 'battleofdignity', 'httpstmealrisala249', 'httpswwwfacebookcomprofilephpid61556457563338', 'message249', 'facebook', 'whatsapp', 'onearmyonepeople', 'follow', 'channel', '249', 'telegram']	54	needs_review
232	Barrier · Lions · Invaders · Stood	232_barrier_lions_invaders_stood	['barrier', 'lions', 'invaders', 'stood', 'heroes', 'militia', 'onearmyonepeople', 'face', 'aggressors', 'fighters', 'supported', 'dignity']	54	needs_review
233	War · Jeddah · Stop · End	233_war_jeddah_stop_end	['war', 'jeddah', 'stop', 'end', 'conflict', 'ceasefire', 'alburhans', 'hemedti', 'solution', 'conference', 'truce', 'map']	54	needs_review
234	Fires · Broke · Massive · Houses	234_fires_broke_massive_houses	['fires', 'broke', 'massive', 'houses', 'camp', 'camps', 'kalma', 'displaced', 'burned', 'tawila', 'crops', 'darfur']	53	needs_review
235	Meteorology · Varying · Rains · Rain	235_meteorology_varying_rains_rain	['meteorology', 'varying', 'rains', 'rain', 'rainfall', 'wind', 'warns', 'heavy', 'thunderstorms', 'states', 'rates', 'tropical']	53	needs_review
236	Hanging · Execution · Accused · Sentence	236_hanging_execution_accused_sentence	['hanging', 'execution', 'accused', 'sentence', 'imprisonment', 'wood', 'fugitive', 'defendants', 'ransom', 'death', 'anti', 'crimes']	53	needs_review
237	Uae · Image · Terrorist · Crimes	237_uae_image_terrorist_crimes	['uae', 'image', 'terrorist', 'crimes', 'uaes', 'media', 'militia', 'atrocities', 'narratives', 'sky', 'sponsors', 'strongly']	53	needs_review
238	Village · Almanaqil · Joy · Sons	238_village_almanaqil_joy_sons	['village', 'almanaqil', 'joy', 'sons', 'learned', 'domination', 'fought', 'gathered', 'battle', 'unwavering', 'belief', 'wad']	52	needs_review
239	Jazeera · Project · Al · Aljazeera	239_jazeera_project_al_aljazeera	['jazeera', 'project', 'al', 'aljazeera', 'sky', 'media', 'factor', 'restrictions', 'misleading', '300', 'satellite', 'agent']	52	needs_review
240	Alleviate · Dabba · Displaced · Shelters	240_alleviate_dabba_displaced_shelters	['alleviate', 'dabba', 'displaced', 'shelters', 'improve', 'gedaref', 'provide', 'conditions', 'directed', 'relevant', 'governor', 'social']	52	needs_review
241	Driver · License · Driving · Drivers	241_driver_license_driving_drivers	['driver', 'license', 'driving', 'drivers', 'required', 'unhcr', 'khashm', 'high', 'completed', 'job', 'school', 'secondary']	52	needs_review
242	Illegal · Immigration · Combat · Immigrants	242_illegal_immigration_combat_immigrants	['illegal', 'immigration', 'combat', 'immigrants', 'transient', 'trafficking', 'foreigners', 'smuggling', 'borders', 'drugs', 'vehicle', 'security']	52	needs_review
243	Detainees · Prison · Detention · Prisons	243_detainees_prison_detention_prisons	['detainees', 'prison', 'detention', 'prisons', 'release', 'prisoners', 'house', 'floor', 'deprivation', 'poor', 'supervising', 'escaping']	51	needs_review
244	Crimes · Genocide · Committed · Civilians	244_crimes_genocide_committed_civilians	['crimes', 'genocide', 'committed', 'civilians', 'massacres', 'violations', 'heinous', 'murder', 'rape', 'looting', 'fifteenth', 'darfur']	51	needs_review
245	Kilograms · Meat · Lentils · Food	245_kilograms_meat_lentils_food	['kilograms', 'meat', 'lentils', 'food', 'dates', 'meals', 'cultural', 'sugar', 'culture', 'types', 'cooking', 'dinner']	51	needs_review
