message_key	topic_id	evidence_chunk_count	spans
1104571454:9397	191	1	"[{""chunk_id"":9,""start_char"":2731,""end_char"":2808,""source_start_char"":2722,""source_end_char"":2799}]"
1104571454:9397	269	1	"[{""chunk_id"":2,""start_char"":875,""end_char"":957,""source_start_char"":873,""source_end_char"":955}]"
1104571454:9401	0	1	"[{""chunk_id"":17,""start_char"":2695,""end_char"":2867,""source_start_char"":2719,""source_end_char"":2891}]"
1104571454:9401	45	1	"[{""chunk_id"":2,""start_char"":293,""end_char"":452,""source_start_char"":291,""source_end_char"":450}]"
1104571454:9401	51	1	"[{""chunk_id"":1,""start_char"":89,""end_char"":291,""source_start_char"":88,""source_end_char"":290}]"
1104571454:9401	55	1	"[{""chunk_id"":4,""start_char"":554,""end_char"":580,""source_start_char"":550,""source_end_char"":576}]"
1104571454:9401	94	1	"[{""chunk_id"":21,""start_char"":3297,""end_char"":3459,""source_start_char"":3317,""source_end_char"":3479}]"
1104571454:9401	95	1	"[{""chunk_id"":7,""start_char"":1661,""end_char"":1756,""source_start_char"":1654,""source_end_char"":1749}]"
1104571454:9401	220	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":87,""source_start_char"":0,""source_end_char"":87}]"
1104571454:9429	16	4	"[{""chunk_id"":2,""start_char"":190,""end_char"":481,""source_start_char"":188,""source_end_char"":479},{""chunk_id"":8,""start_char"":1450,""end_char"":1535,""source_start_char"":1442,""source_end_char"":1527},{""chunk_id"":9,""start_char"":1537,""end_char"":1704,""source_start_char"":1528,""source_end_char"":1695},{""chunk_id"":11,""start_char"":2691,""end_char"":3127,""source_start_char"":2680,""source_end_char"":3116}]"
1104571454:9429	23	1	"[{""chunk_id"":7,""start_char"":1246,""end_char"":1448,""source_start_char"":1239,""source_end_char"":1441}]"
1104571454:9429	74	1	"[{""chunk_id"":14,""start_char"":3522,""end_char"":3602,""source_start_char"":3508,""source_end_char"":3588}]"
1104571454:9429	97	1	"[{""chunk_id"":12,""start_char"":3129,""end_char"":3208,""source_start_char"":3117,""source_end_char"":3196}]"
1104571454:9429	138	1	"[{""chunk_id"":10,""start_char"":1706,""end_char"":2689,""source_start_char"":1696,""source_end_char"":2679}]"
1104571454:9429	255	1	"[{""chunk_id"":3,""start_char"":483,""end_char"":624,""source_start_char"":480,""source_end_char"":621}]"
1104571454:944	16	1	"[{""chunk_id"":2,""start_char"":360,""end_char"":492,""source_start_char"":358,""source_end_char"":490}]"
1104571454:944	51	2	"[{""chunk_id"":4,""start_char"":594,""end_char"":1908,""source_start_char"":590,""source_end_char"":1904},{""chunk_id"":6,""start_char"":2033,""end_char"":2951,""source_start_char"":2027,""source_end_char"":2945}]"
1104571454:944	94	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":297,""source_start_char"":0,""source_end_char"":297},{""chunk_id"":3,""start_char"":494,""end_char"":592,""source_start_char"":491,""source_end_char"":589}]"
1104571454:947	31	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":936,""source_start_char"":0,""source_end_char"":936}]"
1104571454:947	155	1	"[{""chunk_id"":2,""start_char"":1491,""end_char"":1745,""source_start_char"":1489,""source_end_char"":1743}]"
1104571454:9481	3	3	"[{""chunk_id"":0,""start_char"":0,""end_char"":363,""source_start_char"":0,""source_end_char"":363},{""chunk_id"":1,""start_char"":365,""end_char"":1228,""source_start_char"":364,""source_end_char"":1227},{""chunk_id"":2,""start_char"":1230,""end_char"":2007,""source_start_char"":1227,""source_end_char"":2004}]"
1104571454:95	58	1	"[{""chunk_id"":3,""start_char"":558,""end_char"":729,""source_start_char"":555,""source_end_char"":726}]"
1104571454:9546	26	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":529,""source_start_char"":0,""source_end_char"":529},{""chunk_id"":4,""start_char"":1398,""end_char"":1965,""source_start_char"":1394,""source_end_char"":1961}]"
1104571454:9546	222	1	"[{""chunk_id"":1,""start_char"":531,""end_char"":731,""source_start_char"":530,""source_end_char"":730}]"
1104571454:9553	5	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":3436,""source_start_char"":0,""source_end_char"":3436}]"
1104571454:9571	73	1	"[{""chunk_id"":2,""start_char"":715,""end_char"":1526,""source_start_char"":713,""source_end_char"":1524}]"
1104571454:9571	207	1	"[{""chunk_id"":4,""start_char"":1587,""end_char"":1629,""source_start_char"":1583,""source_end_char"":1625}]"
1104571454:9617	19	3	"[{""chunk_id"":0,""start_char"":0,""end_char"":325,""source_start_char"":0,""source_end_char"":325},{""chunk_id"":1,""start_char"":327,""end_char"":1176,""source_start_char"":326,""source_end_char"":1175},{""chunk_id"":4,""start_char"":1704,""end_char"":1817,""source_start_char"":1700,""source_end_char"":1813}]"
1104571454:9678	46	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":746,""source_start_char"":0,""source_end_char"":746},{""chunk_id"":4,""start_char"":1431,""end_char"":1699,""source_start_char"":1427,""source_end_char"":1695}]"
1104571454:9699	7	1	"[{""chunk_id"":1,""start_char"":1527,""end_char"":1717,""source_start_char"":1526,""source_end_char"":1716}]"
1104571454:9699	101	1	"[{""chunk_id"":3,""start_char"":1829,""end_char"":2561,""source_start_char"":1826,""source_end_char"":2558}]"
1104571454:9750	246	7	"[{""chunk_id"":0,""start_char"":0,""end_char"":66,""source_start_char"":0,""source_end_char"":66},{""chunk_id"":2,""start_char"":162,""end_char"":295,""source_start_char"":159,""source_end_char"":292},{""chunk_id"":3,""start_char"":297,""end_char"":610,""source_start_char"":292,""source_end_char"":605},{""chunk_id"":5,""start_char"":1546,""end_char"":1835,""source_start_char"":1538,""source_end_char"":1827},{""chunk_id"":6,""start_char"":1837,""end_char"":2375,""source_start_char"":1827,""source_end_char"":2365},{""chunk_id"":8,""start_char"":2377,""end_char"":2639,""source_start_char"":2370,""source_end_char"":2632},{""chunk_id"":10,""start_char"":3155,""end_char"":3553,""source_start_char"":3145,""source_end_char"":3542}]"
1104571454:9756	70	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":306,""source_start_char"":0,""source_end_char"":306}]"
1104571454:9760	8	1	"[{""chunk_id"":18,""start_char"":3230,""end_char"":3435,""source_start_char"":3267,""source_end_char"":3472}]"
1104571454:9760	14	1	"[{""chunk_id"":19,""start_char"":3437,""end_char"":4113,""source_start_char"":3473,""source_end_char"":4149}]"
1104571454:9760	23	1	"[{""chunk_id"":16,""start_char"":2850,""end_char"":3129,""source_start_char"":2889,""source_end_char"":3168}]"
1104571454:9760	73	1	"[{""chunk_id"":3,""start_char"":222,""end_char"":289,""source_start_char"":219,""source_end_char"":286}]"
1104571454:9760	79	1	"[{""chunk_id"":10,""start_char"":1242,""end_char"":1357,""source_start_char"":1263,""source_end_char"":1378}]"
1104571454:9760	86	1	"[{""chunk_id"":6,""start_char"":424,""end_char"":485,""source_start_char"":418,""source_end_char"":479}]"
1104571454:9760	115	1	"[{""chunk_id"":14,""start_char"":1700,""end_char"":2324,""source_start_char"":1741,""source_end_char"":2365}]"
1104571454:9760	217	1	"[{""chunk_id"":11,""start_char"":1359,""end_char"":1436,""source_start_char"":1379,""source_end_char"":1456}]"
1104571454:9760	220	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":71,""source_start_char"":0,""source_end_char"":71}]"
1104571454:9760	246	1	"[{""chunk_id"":1,""start_char"":73,""end_char"":121,""source_start_char"":72,""source_end_char"":120}]"
1104571454:9807	2	1	"[{""chunk_id"":22,""start_char"":3618,""end_char"":3727,""source_start_char"":3631,""source_end_char"":3740}]"
1104571454:9807	8	1	"[{""chunk_id"":2,""start_char"":177,""end_char"":395,""source_start_char"":175,""source_end_char"":393}]"
1104571454:9807	16	2	"[{""chunk_id"":7,""start_char"":724,""end_char"":814,""source_start_char"":743,""source_end_char"":833},{""chunk_id"":15,""start_char"":2644,""end_char"":2743,""source_start_char"":2664,""source_end_char"":2763}]"
1104571454:9807	19	1	"[{""chunk_id"":4,""start_char"":571,""end_char"":722,""source_start_char"":566,""source_end_char"":717}]"
1104571454:9807	20	1	"[{""chunk_id"":23,""start_char"":3729,""end_char"":4211,""source_start_char"":3741,""source_end_char"":4223}]"
1104571454:9807	23	1	"[{""chunk_id"":3,""start_char"":397,""end_char"":569,""source_start_char"":393,""source_end_char"":565}]"
1104571454:9807	31	1	"[{""chunk_id"":20,""start_char"":3457,""end_char"":3532,""source_start_char"":3472,""source_end_char"":3547}]"
1104571454:9807	43	1	"[{""chunk_id"":14,""start_char"":2584,""end_char"":2642,""source_start_char"":2605,""source_end_char"":2663}]"
1104571454:9807	67	1	"[{""chunk_id"":24,""start_char"":4213,""end_char"":4293,""source_start_char"":4224,""source_end_char"":4304}]"
1104571454:9807	89	1	"[{""chunk_id"":12,""start_char"":2354,""end_char"":2451,""source_start_char"":2377,""source_end_char"":2474}]"
1104571454:9807	152	1	"[{""chunk_id"":17,""start_char"":3013,""end_char"":3118,""source_start_char"":3031,""source_end_char"":3136}]"
1104571454:9807	220	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":74,""source_start_char"":0,""source_end_char"":74}]"
1104571454:9807	278	2	"[{""chunk_id"":8,""start_char"":816,""end_char"":1449,""source_start_char"":834,""source_end_char"":1467},{""chunk_id"":9,""start_char"":1451,""end_char"":2021,""source_start_char"":1468,""source_end_char"":2038}]"
1104571454:9834	31	1	"[{""chunk_id"":1,""start_char"":156,""end_char"":461,""source_start_char"":154,""source_end_char"":459}]"
1104571454:9834	38	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":154,""source_start_char"":0,""source_end_char"":154}]"
1104571454:987	4	4	"[{""chunk_id"":3,""start_char"":312,""end_char"":350,""source_start_char"":309,""source_end_char"":347},{""chunk_id"":4,""start_char"":352,""end_char"":1029,""source_start_char"":348,""source_end_char"":1025},{""chunk_id"":5,""start_char"":1031,""end_char"":2045,""source_start_char"":1026,""source_end_char"":2040},{""chunk_id"":11,""start_char"":2703,""end_char"":3458,""source_start_char"":2692,""source_end_char"":3447}]"
1104571454:987	51	1	"[{""chunk_id"":8,""start_char"":2280,""end_char"":2329,""source_start_char"":2272,""source_end_char"":2321}]"
1104571454:987	87	1	"[{""chunk_id"":10,""start_char"":2381,""end_char"":2701,""source_start_char"":2371,""source_end_char"":2691}]"
1104571454:987	179	1	"[{""chunk_id"":1,""start_char"":96,""end_char"":185,""source_start_char"":95,""source_end_char"":184}]"
1104571454:987	274	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":94,""source_start_char"":0,""source_end_char"":94}]"
1104571454:992	46	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":321,""source_start_char"":0,""source_end_char"":321}]"
1104571454:992	84	2	"[{""chunk_id"":2,""start_char"":520,""end_char"":738,""source_start_char"":518,""source_end_char"":736},{""chunk_id"":4,""start_char"":1077,""end_char"":1285,""source_start_char"":1073,""source_end_char"":1281}]"
1104571454:9930	106	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":996,""source_start_char"":0,""source_end_char"":996}]"
1104571454:9943	1	2	"[{""chunk_id"":41,""start_char"":2742,""end_char"":2823,""source_start_char"":2805,""source_end_char"":2886},{""chunk_id"":42,""start_char"":2825,""end_char"":2900,""source_start_char"":2887,""source_end_char"":2962}]"
1104571454:9943	3	1	"[{""chunk_id"":7,""start_char"":635,""end_char"":711,""source_start_char"":628,""source_end_char"":704}]"
1104571454:9943	11	1	"[{""chunk_id"":23,""start_char"":1525,""end_char"":1638,""source_start_char"":1560,""source_end_char"":1673}]"
1104571454:9943	13	1	"[{""chunk_id"":27,""start_char"":1878,""end_char"":1938,""source_start_char"":1909,""source_end_char"":1969}]"
1104571454:9943	16	1	"[{""chunk_id"":9,""start_char"":761,""end_char"":841,""source_start_char"":752,""source_end_char"":832}]"
1104571454:9943	56	1	"[{""chunk_id"":14,""start_char"":1082,""end_char"":1153,""source_start_char"":1084,""source_end_char"":1155}]"
1104571454:9943	64	4	"[{""chunk_id"":2,""start_char"":231,""end_char"":365,""source_start_char"":229,""source_end_char"":363},{""chunk_id"":8,""start_char"":713,""end_char"":759,""source_start_char"":705,""source_end_char"":751},{""chunk_id"":10,""start_char"":843,""end_char"":873,""source_start_char"":833,""source_end_char"":863},{""chunk_id"":12,""start_char"":1024,""end_char"":1080,""source_start_char"":1012,""source_end_char"":1068}]"
1104571454:9943	86	1	"[{""chunk_id"":25,""start_char"":1714,""end_char"":1819,""source_start_char"":1747,""source_end_char"":1852}]"
1104571454:9943	89	1	"[{""chunk_id"":5,""start_char"":486,""end_char"":552,""source_start_char"":481,""source_end_char"":547}]"
1104571454:9943	134	1	"[{""chunk_id"":38,""start_char"":2498,""end_char"":2526,""source_start_char"":2564,""source_end_char"":2592}]"
1104571454:9943	143	1	"[{""chunk_id"":24,""start_char"":1640,""end_char"":1712,""source_start_char"":1674,""source_end_char"":1746}]"
1104571454:9943	145	1	"[{""chunk_id"":3,""start_char"":367,""end_char"":437,""source_start_char"":364,""source_end_char"":434}]"
1104571454:9943	150	1	"[{""chunk_id"":18,""start_char"":1312,""end_char"":1420,""source_start_char"":1310,""source_end_char"":1418}]"
1104571454:9943	157	1	"[{""chunk_id"":35,""start_char"":2316,""end_char"":2414,""source_start_char"":2365,""source_end_char"":2463}]"
1104571454:9943	183	2	"[{""chunk_id"":31,""start_char"":2012,""end_char"":2055,""source_start_char"":2065,""source_end_char"":2108},{""chunk_id"":33,""start_char"":2133,""end_char"":2219,""source_start_char"":2184,""source_end_char"":2270}]"
1104571454:9943	187	1	"[{""chunk_id"":16,""start_char"":1188,""end_char"":1283,""source_start_char"":1188,""source_end_char"":1283}]"
1104571454:9943	190	1	"[{""chunk_id"":40,""start_char"":2654,""end_char"":2740,""source_start_char"":2718,""source_end_char"":2804}]"
1104571454:9943	246	1	"[{""chunk_id"":32,""start_char"":2057,""end_char"":2131,""source_start_char"":2109,""source_end_char"":2183}]"
1104571454:9943	255	1	"[{""chunk_id"":4,""start_char"":439,""end_char"":484,""source_start_char"":435,""source_end_char"":480}]"
1104571454:9967	38	1	"[{""chunk_id"":5,""start_char"":2148,""end_char"":2348,""source_start_char"":2143,""source_end_char"":2343}]"
1120986925:10033	104	7	"[{""chunk_id"":0,""start_char"":0,""end_char"":878,""source_start_char"":0,""source_end_char"":878},{""chunk_id"":1,""start_char"":880,""end_char"":1569,""source_start_char"":879,""source_end_char"":1568},{""chunk_id"":2,""start_char"":1571,""end_char"":1771,""source_start_char"":1569,""source_end_char"":1769},{""chunk_id"":3,""start_char"":1773,""end_char"":1934,""source_start_char"":1770,""source_end_char"":1931},{""chunk_id"":4,""start_char"":1936,""end_char"":2102,""source_start_char"":1932,""source_end_char"":2098},{""chunk_id"":5,""start_char"":2104,""end_char"":2880,""source_start_char"":2099,""source_end_char"":2875},{""chunk_id"":6,""start_char"":2882,""end_char"":3163,""source_start_char"":2876,""source_end_char"":3157}]"
1120986925:10055	36	1	"[{""chunk_id"":3,""start_char"":1777,""end_char"":1989,""source_start_char"":1774,""source_end_char"":1986}]"
1120986925:1012	4	1	"[{""chunk_id"":5,""start_char"":424,""end_char"":1297,""source_start_char"":419,""source_end_char"":1292}]"
1120986925:1012	45	1	"[{""chunk_id"":2,""start_char"":168,""end_char"":230,""source_start_char"":166,""source_end_char"":228}]"
1120986925:1012	51	1	"[{""chunk_id"":13,""start_char"":2254,""end_char"":2319,""source_start_char"":2260,""source_end_char"":2325}]"
1120986925:1012	57	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":89,""source_start_char"":0,""source_end_char"":89}]"
1120986925:1012	60	1	"[{""chunk_id"":18,""start_char"":3085,""end_char"":3165,""source_start_char"":3121,""source_end_char"":3201}]"
1120986925:1012	80	1	"[{""chunk_id"":6,""start_char"":1299,""end_char"":1418,""source_start_char"":1293,""source_end_char"":1412}]"
1120986925:1012	84	1	"[{""chunk_id"":19,""start_char"":3167,""end_char"":3430,""source_start_char"":3202,""source_end_char"":3465}]"
1120986925:1012	93	1	"[{""chunk_id"":7,""start_char"":1420,""end_char"":1728,""source_start_char"":1413,""source_end_char"":1721}]"
1120986925:1012	179	1	"[{""chunk_id"":1,""start_char"":91,""end_char"":166,""source_start_char"":90,""source_end_char"":165}]"
1120986925:10124	0	1	"[{""chunk_id"":5,""start_char"":1195,""end_char"":1462,""source_start_char"":1190,""source_end_char"":1457}]"
1120986925:10124	25	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":150,""source_start_char"":0,""source_end_char"":150}]"
1120986925:10124	186	1	"[{""chunk_id"":7,""start_char"":1503,""end_char"":1793,""source_start_char"":1496,""source_end_char"":1786}]"
1120986925:10130	96	1	"[{""chunk_id"":2,""start_char"":967,""end_char"":1176,""source_start_char"":965,""source_end_char"":1174}]"
1120986925:10172	68	1	"[{""chunk_id"":1,""start_char"":2043,""end_char"":3258,""source_start_char"":2042,""source_end_char"":3257}]"
1120986925:1023	6	2	"[{""chunk_id"":3,""start_char"":183,""end_char"":792,""source_start_char"":190,""source_end_char"":799},{""chunk_id"":8,""start_char"":2134,""end_char"":2401,""source_start_char"":2136,""source_end_char"":2403}]"
1120986925:1023	38	1	"[{""chunk_id"":15,""start_char"":4119,""end_char"":4208,""source_start_char"":4124,""source_end_char"":4213}]"
1120986925:1023	105	1	"[{""chunk_id"":16,""start_char"":4210,""end_char"":4353,""source_start_char"":4214,""source_end_char"":4357}]"
1120986925:1023	179	1	"[{""chunk_id"":1,""start_char"":106,""end_char"":181,""source_start_char"":105,""source_end_char"":180}]"
1120986925:1023	278	1	"[{""chunk_id"":4,""start_char"":794,""end_char"":959,""source_start_char"":800,""source_end_char"":965}]"
1120986925:1026	1	1	"[{""chunk_id"":3,""start_char"":274,""end_char"":422,""source_start_char"":271,""source_end_char"":419}]"
1120986925:1026	3	1	"[{""chunk_id"":4,""start_char"":424,""end_char"":474,""source_start_char"":420,""source_end_char"":470}]"
1120986925:1026	6	2	"[{""chunk_id"":5,""start_char"":476,""end_char"":592,""source_start_char"":471,""source_end_char"":587},{""chunk_id"":16,""start_char"":1788,""end_char"":1869,""source_start_char"":1800,""source_end_char"":1881}]"
1120986925:1026	46	1	"[{""chunk_id"":2,""start_char"":182,""end_char"":272,""source_start_char"":180,""source_end_char"":270}]"
1120986925:1026	48	1	"[{""chunk_id"":20,""start_char"":2245,""end_char"":2487,""source_start_char"":2265,""source_end_char"":2507}]"
1120986925:1026	86	1	"[{""chunk_id"":12,""start_char"":1448,""end_char"":1517,""source_start_char"":1452,""source_end_char"":1521}]"
1120986925:1026	89	1	"[{""chunk_id"":7,""start_char"":722,""end_char"":886,""source_start_char"":715,""source_end_char"":879}]"
1120986925:1026	93	1	"[{""chunk_id"":17,""start_char"":1871,""end_char"":2123,""source_start_char"":1882,""source_end_char"":2134}]"
1120986925:1026	179	1	"[{""chunk_id"":1,""start_char"":105,""end_char"":180,""source_start_char"":104,""source_end_char"":179}]"
1120986925:1026	201	1	"[{""chunk_id"":24,""start_char"":2847,""end_char"":3327,""source_start_char"":2905,""source_end_char"":3385}]"
1120986925:1026	227	1	"[{""chunk_id"":11,""start_char"":1253,""end_char"":1446,""source_start_char"":1258,""source_end_char"":1451}]"
1120986925:10274	31	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":907,""source_start_char"":0,""source_end_char"":907},{""chunk_id"":2,""start_char"":1231,""end_char"":1660,""source_start_char"":1229,""source_end_char"":1658}]"
1120986925:10274	87	1	"[{""chunk_id"":6,""start_char"":1784,""end_char"":1922,""source_start_char"":1799,""source_end_char"":1937}]"
1120986925:10274	150	1	"[{""chunk_id"":3,""start_char"":1662,""end_char"":1722,""source_start_char"":1659,""source_end_char"":1719}]"
1120986925:10299	4	3	"[{""chunk_id"":0,""start_char"":0,""end_char"":767,""source_start_char"":0,""source_end_char"":767},{""chunk_id"":2,""start_char"":997,""end_char"":1825,""source_start_char"":995,""source_end_char"":1823},{""chunk_id"":3,""start_char"":1827,""end_char"":2609,""source_start_char"":1824,""source_end_char"":2606}]"
1120986925:103	106	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":860,""source_start_char"":0,""source_end_char"":860}]"
1120986925:10313	6	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":655,""source_start_char"":0,""source_end_char"":655}]"
1120986925:10316	164	1	"[{""chunk_id"":1,""start_char"":1029,""end_char"":1172,""source_start_char"":1028,""source_end_char"":1171}]"
1120986925:10360	8	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":827,""source_start_char"":0,""source_end_char"":827},{""chunk_id"":1,""start_char"":829,""end_char"":1014,""source_start_char"":828,""source_end_char"":1013}]"
1120986925:1038	16	1	"[{""chunk_id"":4,""start_char"":2254,""end_char"":2348,""source_start_char"":2250,""source_end_char"":2344}]"
1120986925:1038	28	2	"[{""chunk_id"":2,""start_char"":1035,""end_char"":1998,""source_start_char"":1033,""source_end_char"":1996},{""chunk_id"":5,""start_char"":2350,""end_char"":2477,""source_start_char"":2345,""source_end_char"":2472}]"
1120986925:10438	1	5	"[{""chunk_id"":0,""start_char"":0,""end_char"":1033,""source_start_char"":0,""source_end_char"":1033},{""chunk_id"":1,""start_char"":1035,""end_char"":1166,""source_start_char"":1034,""source_end_char"":1165},{""chunk_id"":2,""start_char"":1168,""end_char"":1285,""source_start_char"":1166,""source_end_char"":1283},{""chunk_id"":3,""start_char"":1287,""end_char"":1402,""source_start_char"":1284,""source_end_char"":1399},{""chunk_id"":4,""start_char"":1404,""end_char"":1687,""source_start_char"":1400,""source_end_char"":1683}]"
1120986925:10448	43	1	"[{""chunk_id"":4,""start_char"":2309,""end_char"":2991,""source_start_char"":2305,""source_end_char"":2987}]"
1120986925:10448	88	1	"[{""chunk_id"":6,""start_char"":3376,""end_char"":3489,""source_start_char"":3370,""source_end_char"":3483}]"
1120986925:10448	89	1	"[{""chunk_id"":3,""start_char"":2147,""end_char"":2307,""source_start_char"":2144,""source_end_char"":2304}]"
1120986925:10453	13	1	"[{""chunk_id"":3,""start_char"":674,""end_char"":786,""source_start_char"":671,""source_end_char"":783}]"
1120986925:10453	23	1	"[{""chunk_id"":10,""start_char"":2077,""end_char"":2410,""source_start_char"":2067,""source_end_char"":2400}]"
1120986925:10453	27	1	"[{""chunk_id"":11,""start_char"":2412,""end_char"":2600,""source_start_char"":2401,""source_end_char"":2589}]"
1120986925:10453	36	1	"[{""chunk_id"":5,""start_char"":874,""end_char"":1044,""source_start_char"":869,""source_end_char"":1039}]"
1120986925:10453	45	1	"[{""chunk_id"":13,""start_char"":2749,""end_char"":2831,""source_start_char"":2736,""source_end_char"":2818}]"
1120986925:10453	134	1	"[{""chunk_id"":1,""start_char"":241,""end_char"":485,""source_start_char"":240,""source_end_char"":484}]"
1120986925:1047	23	1	"[{""chunk_id"":1,""start_char"":906,""end_char"":1227,""source_start_char"":905,""source_end_char"":1226}]"
1120986925:1047	48	3	"[{""chunk_id"":0,""start_char"":0,""end_char"":904,""source_start_char"":0,""source_end_char"":904},{""chunk_id"":2,""start_char"":1229,""end_char"":1332,""source_start_char"":1227,""source_end_char"":1330},{""chunk_id"":3,""start_char"":1334,""end_char"":1661,""source_start_char"":1331,""source_end_char"":1658}]"
1120986925:10479	6	2	"[{""chunk_id"":4,""start_char"":2897,""end_char"":3650,""source_start_char"":2893,""source_end_char"":3646},{""chunk_id"":6,""start_char"":3860,""end_char"":4208,""source_start_char"":3854,""source_end_char"":4201}]"
1120986925:10522	43	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":82,""source_start_char"":0,""source_end_char"":82}]"
1120986925:10522	88	1	"[{""chunk_id"":4,""start_char"":1842,""end_char"":2836,""source_start_char"":1838,""source_end_char"":2832}]"
1120986925:1054	25	6	"[{""chunk_id"":0,""start_char"":0,""end_char"":313,""source_start_char"":0,""source_end_char"":313},{""chunk_id"":2,""start_char"":414,""end_char"":1313,""source_start_char"":412,""source_end_char"":1311},{""chunk_id"":3,""start_char"":1315,""end_char"":1541,""source_start_char"":1312,""source_end_char"":1538},{""chunk_id"":5,""start_char"":1662,""end_char"":1886,""source_start_char"":1657,""source_end_char"":1881},{""chunk_id"":7,""start_char"":1976,""end_char"":2922,""source_start_char"":1969,""source_end_char"":2915},{""chunk_id"":8,""start_char"":2924,""end_char"":3234,""source_start_char"":2916,""source_end_char"":3226}]"
1120986925:1055	2	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":412,""source_start_char"":0,""source_end_char"":412},{""chunk_id"":1,""start_char"":414,""end_char"":1000,""source_start_char"":413,""source_end_char"":999}]"
1120986925:1055	25	1	"[{""chunk_id"":3,""start_char"":1002,""end_char"":1942,""source_start_char"":1011,""source_end_char"":1951}]"
1120986925:1056	1	1	"[{""chunk_id"":16,""start_char"":3479,""end_char"":3653,""source_start_char"":3481,""source_end_char"":3655}]"
1120986925:1056	8	1	"[{""chunk_id"":6,""start_char"":735,""end_char"":825,""source_start_char"":729,""source_end_char"":819}]"
1120986925:1056	34	1	"[{""chunk_id"":2,""start_char"":178,""end_char"":244,""source_start_char"":176,""source_end_char"":242}]"
1120986925:1056	179	1	"[{""chunk_id"":1,""start_char"":101,""end_char"":176,""source_start_char"":100,""source_end_char"":175}]"
1120986925:1056	187	1	"[{""chunk_id"":17,""start_char"":3655,""end_char"":3953,""source_start_char"":3656,""source_end_char"":3954}]"
1120986925:1056	270	2	"[{""chunk_id"":10,""start_char"":2354,""end_char"":2899,""source_start_char"":2344,""source_end_char"":2889},{""chunk_id"":15,""start_char"":3323,""end_char"":3477,""source_start_char"":3326,""source_end_char"":3480}]"
1120986925:10589	30	1	"[{""chunk_id"":1,""start_char"":357,""end_char"":1320,""source_start_char"":356,""source_end_char"":1319}]"
1120986925:10589	59	1	"[{""chunk_id"":3,""start_char"":1476,""end_char"":1625,""source_start_char"":1473,""source_end_char"":1622}]"
1120986925:10619	209	1	"[{""chunk_id"":2,""start_char"":586,""end_char"":745,""source_start_char"":584,""source_end_char"":743}]"
1120986925:10620	86	1	"[{""chunk_id"":0,""start_char"":0,""end_char"":566,""source_start_char"":0,""source_end_char"":566}]"
1120986925:10675	5	2	"[{""chunk_id"":0,""start_char"":0,""end_char"":1236,""source_start_char"":0,""source_end_char"":1236},{""chunk_id"":2,""start_char"":1383,""end_char"":2240,""source_start_char"":1381,""source_end_char"":2238}]"
1120986925:10675	164	1	"[{""chunk_id"":1,""start_char"":1238,""end_char"":1381,""source_start_char"":1237,""source_end_char"":1380}]"
1120986925:1069	1	2	"[{""chunk_id"":14,""start_char"":3690,""end_char"":3782,""source_start_char"":3676,""source_end_char"":3768},{""chunk_id"":18,""start_char"":4247,""end_char"":4394,""source_start_char"":4229,""source_end_char"":4376}]"
1120986925:1069	8	2	"[{""chunk_id"":8,""start_char"":952,""end_char"":1169,""source_start_char"":944,""source_end_char"":1161},{""chunk_id"":12,""start_char"":3204,""end_char"":3268,""source_start_char"":3192,""source_end_char"":3256}]"
1120986925:1069	19	2	"[{""chunk_id"":5,""start_char"":530,""end_char"":641,""source_start_char"":525,""source_end_char"":636},{""chunk_id"":15,""start_char"":3784,""end_char"":3866,""source_start_char"":3769,""source_end_char"":3851}]"
1120986925:1069	56	1	"[{""chunk_id"":20,""start_char"":4522,""end_char"":4647,""source_start_char"":4502,""source_end_char"":4627}]"
1120986925:1069	100	1	"[{""chunk_id"":3,""start_char"":296,""end_char"":353,""source_start_char"":293,""source_end_char"":350}]"
1120986925:1069	106	1	"[{""chunk_id"":19,""start_char"":4396,""end_char"":4520,""source_start_char"":4377,""source_end_char"":4501}]"
1120986925:1069	179	1	"[{""chunk_id"":1,""start_char"":105,""end_char"":180,""source_start_char"":104,""source_end_char"":179}]"
1120986925:1069	210	1	"[{""chunk_id"":4,""start_char"":355,""end_char"":528,""source_start_char"":351,""source_end_char"":524}]"
